noteID,note_es,translated_by
158,"Respecto a los períodos o desplazamientos de tiempo, e incrementos de tiempo, será necesario determinar la localización inicial del tiempo antes de utilizarlos, y a continuación, según corresponda, se indicará la definición y significación del tiempo.",Original
159,"El descriptor de dirección verdadera de un fenómeno o nubes (0 20 054) se utilizará para indicar la dirección verdadera desde la cual se desplaza un fenómeno o nubes o en la cual se observan. Para el descriptor 0 20 054, el valor 0 indicará “estacionario o sin nubes” u “observado en la estación” mientras que el valor 500 indicará “observado en todas las direcciones” y el valor 501 indicará “desconocido o nubes invisibles”. I.2 – BUFR/CREX Tabla B/20 – 8",Original
160,Se asignarán valores negativos a la radiación ascendente.,Original
161,Se asignarán valores positivos a los componentes ascendentes w cuando las unidades sean m s–1.,Original
162,Intervalos útiles utilizados: de 1011 Bq a 1019 Bq para emisiones; de 10–2 Bq a 107 Bq y de 10–2 mSv a 107 mSv para concentraciones y dosis.,Original
163,Los valores de la latitud y de los incrementos de latitud quedan comprendidos entre –90 grados y +90 grados.,Original
164,Los valores de longitud quedarán comprendidos entre –180 grados y +180 grados.,Original
165,Se indicarán los elementos verticales y la presión para determinar los valores de estos elementos con independencia del elemento o variable que indique la coordenada vertical.,Original
166,Se asignarán valores negativos a la longitud oeste.,Original
167,Se asignarán valores positivos a los componentes u en sentido oeste–este.,Original
168,"Cuando se defina un suceso para utilizarlo con el descriptor 0 33 045 o el 0 33 046, podrá utilizarse el descriptor 0 33 042 para indicar que el valor siguiente es en realidad una cota para un intervalo de valores.",Original
169,"Cuando se utilice el descriptor 0 08 043 para especificar materia en forma de partículas por debajo de un umbral de tamaño dado, podrá utilizarse también el descriptor 0 08 044 o el 0 08 046 para especificar un subconjunto de la población de partículas en base a su composición iónica.",Original
170,"Cuando se cifre la altura de la base de las nubes entre 20 050 y 21 000 m, el valor de 0 20 013 se cifrará en 20 050; cuando se cifre la altura de la base de las nubes por encima de 21 000, el valor de 0 20 013 se cifrará en 20 060.",Original
171,"Para cifrar el tiempo pasado con datos procedentes de una estación meteorológica automática debería usarse y preferirse la combinación de los descriptores 0 20 021, 0 20 022, 0 20 023, 0 20 024, 0 20 025, 0 20 026 y 0 20 027. Los descriptores 0 20 004 o 0 20 005 deberían utilizarse únicamente cuando no sean aplicables los descriptores mencionados más arriba.",Original
172,"Para cifrar el tiempo presente notificado desde una estación meteorológica automática debería usarse y preferirse la combinación de los descriptores 0 20 021, 0 20 022, 0 20 023, 0 20 024, 0 20 025, 0 20 026 y 0 20 027. El descriptor 0 20 003 debería utilizarse únicamente cuando no sean aplicables los descriptores mencionados más arriba.",Original
173,"Cuando se utilice el descriptor 0 33 045 o el 0 33 046, deberá utilizarse el operador 2 41 000 para definir el suceso siguiente al que será aplicable el valor de probabilidad notificado.",Original
174,"Cuando se utilice el descriptor 0 33 046, el operador 2 42 000 deberá preceder a ese descriptor para definir el suceso al que está condicionado el valor de probabilidad notificado.",Original
175,"Cuando un centro, que no sea el centro de origen, genere información de calidad, valores de reemplazo o sustitución, y/o información estadística, podrá indicarse el centro utilizando el descriptor 0 01 033.",Original
176,"Cuando sea necesario indicar más de un período o desplazamiento de tiempo para hacer indicaciones de tiempo complejas se definirán en sucesión inmediata en el siguiente orden: período conjunto (según corresponda), seguido por el período de predicción (según corresponda), seguido por el período de promedio o acumulación (según corresponda).",Original
177,"Cuando se haga constar la expresión “en altura y durante un período determinado” en la columna NOMBRE DEL ELEMENTO, deberá señalarse también la correspondiente localización vertical, utilizando referencias de la Clase 07, así como el período correspondiente, utilizando referencias de la Clase 04.",Original
178,"Cuando se indique la expresión “período determinado” en la columna “nombre del elemento”, deberá indicarse el período correspondiente, utilizando referencias de la Clase 04.",Original
179,"Cuando se acumulen o promedien los valores (por ejemplo en relación con un determinado período de tiempo), el número total de valores de los que se obtienen los valores acumulados o promediados podrán representarse utilizando la referencia 0 08 022.",Original
180,Normas para la información sobre vientos: Velocidad Dirección Valor faltante Valor faltante Calma 0 0 Observación normal >0 1°–360° Velocidad solamente >0 Valor faltante Dirección solamente Valor faltante 1°–360° “Ligero y variable” >0 0 No hay observaciones,Original
181,Normas de notificación sobre mar de viento y olas: Observación Velocidad Dirección Ninguna observación faltante faltante Calma 0 0 Observación normal >0 1–360 Velocidad únicamente >0 faltante Dirección únicamente faltante 1–360 >0 0 “Ligero y variable”,Original
182,Nombre OMM de tormenta (descriptor 0 01 027): el nombre de la tormenta “NAMELESS” se utilizará en los casos en los que una perturbación tropical identificable no haya alcanzado la fuerza de tormenta tropical y no se le haya asignado un nombre oficial.,Original
183,"La compensación en X es la distancia entre el origen de proyección y la esquina superior izquierda del píxel superior izquierdo en un mapa, como se muestra en el diagrama siguiente: f.'arope-t15il u _.-t Pl-.é! nl¡i<.>CÍll i h.uu1w Jv I.2 – BUFR/CREX Tabla B/06 – 2",Original
184,"La compensación en Y es la distancia entre el origen de proyección y la esquina superior izquierda del píxel superior izquierdo en un mapa, como se muestra en el diagrama siguiente.",Original
