ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source,
bufr4/3/16/022/1/001032,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,001032,Применение продукции,"Название модели ЧПП и т. п.; кодовая таблица, определенная центром поставщиком/производителем",,,Operational,PDF,
bufr4/3/16/022/2/002041,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,002041,"Метод оценки сводок, касающихся синоптических характеристик",,,,Operational,PDF,
bufr4/3/16/022/3/019001,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,019001,Тип синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/022/4/019010,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,019010,Метод отслеживания центра синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/022/5/118000,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,118000,Повторение с задержкой 18 дескрипторов,,,,Operational,PDF,
bufr4/3/16/022/6/031001,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/022/7/008021,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,008021,Значимость времени,Прогноз,,,Operational,PDF,
bufr4/3/16/022/8/004014,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,004014,Временной инкремент,Часы,,,Operational,PDF,
bufr4/3/16/022/9/008005,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,008005,Значимость метеорологической характеристики,Приземная синоптическая характеристика,,,Operational,PDF,
bufr4/3/16/022/10/301023,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,301023,Широта/долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/022/11/019005,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,019005,Направление перемещения синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/022/12/019006,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,019006,Скорость перемещения синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/022/13/010004,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,010004,Давление,,,,Operational,PDF,
bufr4/3/16/022/14/011041,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,011041,Максимальная скорость ветра при порыве,"Например, как используется в США",,,Operational,PDF,
bufr4/3/16/022/15/008021,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,008021,Значимость времени,"Прогноз, усредненный по времени",,,Operational,PDF,
bufr4/3/16/022/16/004075,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,004075,Кратковременный период или смещение,Минуты,,,Operational,PDF,
bufr4/3/16/022/17/011040,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,011040,Максимальная скорость ветра (средний ветер),,,,Operational,PDF,
bufr4/3/16/022/18/019008,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,019008,Вертикальное распространение циркуляции,,,,Operational,PDF,
bufr4/3/16/022/19/105004,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,105004,Повторить 5 дескрипторов 4 раза,,,,Operational,PDF,
bufr4/3/16/022/20/005021,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,005021,Пеленг или азимут,Начальный,,,Operational,PDF,
bufr4/3/16/022/21/005021,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,005021,Пеленг или азимут,Конечный,,,Operational,PDF,
bufr4/3/16/022/22/102002,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,102002,Повторить 2 дескриптора 2 раза,,,,Operational,PDF,
bufr4/3/16/022/23/019003,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,019003,Порог скорости ветра,,,,Operational,PDF,
bufr4/3/16/022/24/019004,16,Категория 16 — Последовательности синоптических характеристик,316022,(Данные прогноза),,019004,Эффективный радиус относительно скорости ветра выше пороговой величины,,,,Operational,PDF,
bufr4/3/16/026/1/316020,16,Категория 16 — Последовательности синоптических характеристик,316026,(Информация об анализе тропического шторма),,316020,Идентификация тропического шторма,,,,Operational,PDF,
bufr4/3/16/026/2/316021,16,Категория 16 — Последовательности синоптических характеристик,316026,(Информация об анализе тропического шторма),,316021,Данные анализа,,,,Operational,PDF,
bufr4/3/16/027/1/316020,16,Категория 16 — Последовательности синоптических характеристик,316027,(Информация по прогнозу тропического шторма),,316020,Идентификация тропического шторма,,,,Operational,PDF,
bufr4/3/16/027/2/316022,16,Категория 16 — Последовательности синоптических характеристик,316027,(Информация по прогнозу тропического шторма),,316022,Данные прогноза,,,,Operational,PDF,
bufr4/3/16/030/1/301014,16,Категория 16 — Последовательности синоптических характеристик,316030,(Заголовок SIGMET),,301014,Временной период,Для которого SIGMET является действительным,,,Operational,PDF,
bufr4/3/16/030/2/001037,16,Категория 16 — Последовательности синоптических характеристик,316030,(Заголовок SIGMET),,001037,Указатель последовательности SIGMET,,,,Operational,PDF,
bufr4/3/16/030/3/010064,16,Категория 16 — Последовательности синоптических характеристик,316030,(Заголовок SIGMET),,010064,Крейсерский эшелон SIGMET,,,,Operational,PDF,
bufr4/3/16/030/4/008019,16,Категория 16 — Последовательности синоптических характеристик,316030,(Заголовок SIGMET),,008019,Определитель для следующего указателя центра,"= 1 Группа ОВД, обслуживающая РПИ",,,Operational,PDF,
bufr4/3/16/030/5/001062,16,Категория 16 — Последовательности синоптических характеристик,316030,(Заголовок SIGMET),,001062,Краткий индекс местоположения (ИКАО),,,,Operational,PDF,
bufr4/3/16/030/6/008019,16,Категория 16 — Последовательности синоптических характеристик,316030,(Заголовок SIGMET),,008019,Определитель для следующего указателя центра,"= 2 РПИ, = 3 ВРПИ, = 4 СТА",,,Operational,PDF,
bufr4/3/16/030/7/001065,16,Категория 16 — Последовательности синоптических характеристик,316030,(Заголовок SIGMET),,001065,Указатель региона ИКАО,,,,Operational,PDF,
bufr4/3/16/030/8/008019,16,Категория 16 — Последовательности синоптических характеристик,316030,(Заголовок SIGMET),,008019,Определитель для следующего указателя центра,= 6 ОМС,,,Operational,PDF,
bufr4/3/16/030/9/001062,16,Категория 16 — Последовательности синоптических характеристик,316030,(Заголовок SIGMET),,001062,Краткий индекс местоположения ИКАО,,,,Operational,PDF,
bufr4/3/16/030/10/008019,16,Категория 16 — Последовательности синоптических характеристик,316030,(Заголовок SIGMET),,008019,Определитель для следующего указателя центра,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/031/1/008021,16,Категория 16 — Последовательности синоптических характеристик,316031,(SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение),,008021,Значимость времени,"= 16 Анализ, = 4 Прогноз",,,Operational,PDF,
bufr4/3/16/031/2/301011,16,Категория 16 — Последовательности синоптических характеристик,316031,(SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение),,301011,"Год, месяц, день",,,,Operational,PDF,
bufr4/3/16/031/3/301012,16,Категория 16 — Последовательности синоптических характеристик,316031,(SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение),,301012,"Час, минута",,,,Operational,PDF,
bufr4/3/16/031/4/301027,16,Категория 16 — Последовательности синоптических характеристик,316031,(SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение),,301027,Описание характеристики в 3-х или 2-х измерениях,,,,Operational,PDF,
bufr4/3/16/031/5/019005,16,Категория 16 — Последовательности синоптических характеристик,316031,(SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение),,019005,Направление перемещения синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/031/6/019006,16,Категория 16 — Последовательности синоптических характеристик,316031,(SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение),,019006,Скорость перемещения синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/031/7/020028,16,Категория 16 — Последовательности синоптических характеристик,316031,(SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение),,020028,Ожидаемое изменение в интенсивности,,,,Operational,PDF,
bufr4/3/16/031/8/008021,16,Категория 16 — Последовательности синоптических характеристик,316031,(SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение),,008021,Значимость времени,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/032/1/008021,16,Категория 16 — Последовательности синоптических характеристик,316032,(SIGMET — Прогнозируемое местоположение),,008021,Значимость времени,= 4 Прогноз,,,Operational,PDF,
bufr4/3/16/032/2/301011,16,Категория 16 — Последовательности синоптических характеристик,316032,(SIGMET — Прогнозируемое местоположение),,301011,"Год, месяц, день",,,,Operational,PDF,
bufr4/3/16/032/3/301012,16,Категория 16 — Последовательности синоптических характеристик,316032,(SIGMET — Прогнозируемое местоположение),,301012,"Час, минута",,,,Operational,PDF,
bufr4/3/16/032/4/301027,16,Категория 16 — Последовательности синоптических характеристик,316032,(SIGMET — Прогнозируемое местоположение),,301027,Описание характеристики в 3-х или 2-х измерениях,,,,Operational,PDF,
bufr4/3/16/032/5/008021,16,Категория 16 — Последовательности синоптических характеристик,316032,(SIGMET — Прогнозируемое местоположение),,008021,Значимость времени,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/033/1/008021,16,Категория 16 — Последовательности синоптических характеристик,316033,(SIGMET — Ориентировочный прогноз),,008021,Значимость времени,= 4 Прогноз,,,Operational,PDF,
bufr4/3/16/033/2/301011,16,Категория 16 — Последовательности синоптических характеристик,316033,(SIGMET — Ориентировочный прогноз),,301011,"Год, месяц, день",,,,Operational,PDF,
bufr4/3/16/033/3/301012,16,Категория 16 — Последовательности синоптических характеристик,316033,(SIGMET — Ориентировочный прогноз),,301012,"Час, минута",,,,Operational,PDF,
bufr4/3/16/033/4/101000,16,Категория 16 — Последовательности синоптических характеристик,316033,(SIGMET — Ориентировочный прогноз),,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF,
bufr4/3/16/033/5/031001,16,Категория 16 — Последовательности синоптических характеристик,316033,(SIGMET — Ориентировочный прогноз),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/033/6/301027,16,Категория 16 — Последовательности синоптических характеристик,316033,(SIGMET — Ориентировочный прогноз),,301027,Описание характеристики в 3-х или 2-х измерениях,,,,Operational,PDF,
bufr4/3/16/033/7/008021,16,Категория 16 — Последовательности синоптических характеристик,316033,(SIGMET — Ориентировочный прогноз),,008021,Значимость времени,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/034/1/008079,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,008079,Статус продукции,"= 0 Регулярный выпуск, = 1 Поправка",,,Operational,PDF,
bufr4/3/16/034/2/316030,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,316030,Заголовок SIGMET,,,,Operational,PDF,
bufr4/3/16/034/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,008011,Метеорологическая характеристика,= 17 Вулкан,,,Operational,PDF,
bufr4/3/16/034/4/001022,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,001022,Название характеристики,,,,Operational,PDF,
bufr4/3/16/034/5/008007,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,008007,Значимость размера,= 0 Точка,,,Operational,PDF,
bufr4/3/16/034/6/301023,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,301023,Широта/долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/034/7/008007,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,008007,Значимость размера,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/034/8/020090,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,020090,Особые облака,= 5 Облака вулканических извержений,,,Operational,PDF,
bufr4/3/16/034/9/316031,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,316031,SIGMET — Наблюдаемое или прогнозируемое местополо-жение и перемещение,,,,Operational,PDF,
bufr4/3/16/034/10/101000,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF,
bufr4/3/16/034/11/031000,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,031000,Коэффициент повторения короткого дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/034/12/316032,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,316032,SIGMET — Прогнозируемое местоположение,,,,Operational,PDF,
bufr4/3/16/034/13/101000,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF,
bufr4/3/16/034/14/031001,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/034/15/316033,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,316033,SIGMET — Ориентировочный прогноз,,,,Operational,PDF,
bufr4/3/16/034/16/008011,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,008011,Метеорологическая характеристика,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/034/17/008079,16,Категория 16 — Последовательности синоптических характеристик,316034,(SIGMET — Вулканический пепел),,008079,Статус продукции,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/035/1/008079,16,Категория 16 — Последовательности синоптических характеристик,316035,(SIGMET — Гроза),,008079,Статус продукции,"= 0 Регулярный выпуск, = 1 Поправка",,,Operational,PDF,
bufr4/3/16/035/2/316030,16,Категория 16 — Последовательности синоптических характеристик,316035,(SIGMET — Гроза),,316030,Заголовок SIGMET,,,,Operational,PDF,
bufr4/3/16/035/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316035,(SIGMET — Гроза),,008011,Метеорологическая характеристика,= 21 Гроза,,,Operational,PDF,
bufr4/3/16/035/4/020023,16,Категория 16 — Последовательности синоптических характеристик,316035,(SIGMET — Гроза),,020023,Другие метеорологические явления,Бит 2 = Шквалы или все 18 битов = отсутствующее значение,,,Operational,PDF,
bufr4/3/16/035/5/020021,16,Категория 16 — Последовательности синоптических характеристик,316035,(SIGMET — Гроза),,020021,Тип осадков,Бит 14 = град или все 30 битов = отсутствующее значение,,,Operational,PDF,
bufr4/3/16/035/6/020008,16,Категория 16 — Последовательности синоптических характеристик,316035,(SIGMET — Гроза),,020008,Распределение облачности для авиации,"= 15 OBSC, = 16 EMBD, = 12 FRQ, = 31 Отсутствующее значение",,,Operational,PDF,
bufr4/3/16/035/7/316031,16,Категория 16 — Последовательности синоптических характеристик,316035,(SIGMET — Гроза),,316031,SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение,,,,Operational,PDF,
bufr4/3/16/035/8/008011,16,Категория 16 — Последовательности синоптических характеристик,316035,(SIGMET — Гроза),,008011,Метеорологическая характеристика,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/035/9/008079,16,Категория 16 — Последовательности синоптических характеристик,316035,(SIGMET — Гроза),,008079,Статус продукции,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/036/1/008079,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,008079,Статус продукции,"= 0 Регулярный выпуск, = 1 Поправка",,,Operational,PDF,
bufr4/3/16/036/2/316030,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,316030,Заголовок SIGMET,,,,Operational,PDF,
bufr4/3/16/036/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,008011,Метеорологическая характеристика,= 22 Тропический циклон,,,Operational,PDF,
bufr4/3/16/036/4/001027,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,001027,"Полное название шторма, используемое ВМО",,,,Operational,PDF,
bufr4/3/16/036/5/316031,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,316031,SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение,,,,Operational,PDF,
bufr4/3/16/036/6/101000,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF,
bufr4/3/16/036/7/031000,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,031000,Коэффициент повторения короткого дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/036/8/316032,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,316032,SIGMET — Прогнозируемое местоположение,,,,Operational,PDF,
bufr4/3/16/036/9/101000,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF,
bufr4/3/16/036/10/031001,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/036/11/316033,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,316033,SIGMET — Ориентировочный прогноз,,,,Operational,PDF,
bufr4/3/16/036/12/008011,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,008011,Метеорологическая характеристика,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/036/13/008079,16,Категория 16 — Последовательности синоптических характеристик,316036,(SIGMET — Тропический циклон),,008079,Статус продукции,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/037/1/008079,16,Категория 16 — Последовательности синоптических характеристик,316037,(SIGMET — Турбуленция),,008079,Статус продукции,"= 0 Регулярный выпуск, = 1 Поправка",,,Operational,PDF,
bufr4/3/16/037/2/316030,16,Категория 16 — Последовательности синоптических характеристик,316037,(SIGMET — Турбуленция),,316030,Заголовок SIGMET,,,,Operational,PDF,
bufr4/3/16/037/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316037,(SIGMET — Турбуленция),,008011,Метеорологическая характеристика,= 13 Турбулентность,,,Operational,PDF,
bufr4/3/16/037/4/011031,16,Категория 16 — Последовательности синоптических характеристик,316037,(SIGMET — Турбуленция),,011031,Степень турбулентности,"= 10 Умеренная, = 11 Сильная",,,Operational,PDF,
bufr4/3/16/037/5/316031,16,Категория 16 — Последовательности синоптических характеристик,316037,(SIGMET — Турбуленция),,316031,SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение,,,,Operational,PDF,
bufr4/3/16/037/6/008011,16,Категория 16 — Последовательности синоптических характеристик,316037,(SIGMET — Турбуленция),,008011,Метеорологическая характеристика,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/037/7/008079,16,Категория 16 — Последовательности синоптических характеристик,316037,(SIGMET — Турбуленция),,008079,Статус продукции,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/037/7/008079,16,Категория 16 — Последовательности синоптических характеристик,316037,(SIGMET — Турбуленция),,008079,Статус продукции,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/038/1/008079,16,Категория 16 — Последовательности синоптических характеристик,316038,(SIGMET — Обледенение),,008079,Статус продукции,"= 0 Регулярный выпуск, = 1 Поправка",,,Operational,PDF,
bufr4/3/16/038/2/316030,16,Категория 16 — Последовательности синоптических характеристик,316038,(SIGMET — Обледенение),,316030,Заголовок SIGMET,,,,Operational,PDF,
bufr4/3/16/038/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316038,(SIGMET — Обледенение),,008011,Метеорологическая характеристика,= 15 Обледенение фюзеляжа,,,Operational,PDF,
bufr4/3/16/038/4/020041,16,Категория 16 — Последовательности синоптических характеристик,316038,(SIGMET — Обледенение),,020041,Обледенение фюзеляжа,= 7 Сильное,,,Operational,PDF,
bufr4/3/16/038/5/020021,16,Категория 16 — Последовательности синоптических характеристик,316038,(SIGMET — Обледенение),,020021,Тип осадков,"Бит 3 = Осадки в жидком виде, замерзающие, или все 30 битов = отсутствующее значение",,,Operational,PDF,
bufr4/3/16/038/6/316031,16,Категория 16 — Последовательности синоптических характеристик,316038,(SIGMET — Обледенение),,316031,SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение,,,,Operational,PDF,
bufr4/3/16/038/7/008011,16,Категория 16 — Последовательности синоптических характеристик,316038,(SIGMET — Обледенение),,008011,Метеорологическая характеристика,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/038/8/008079,16,Категория 16 — Последовательности синоптических характеристик,316038,(SIGMET — Обледенение),,008079,Статус продукции,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/039/1/008079,16,Категория 16 — Последовательности синоптических характеристик,316039,"(SIGMET — Горная волна, пыльная или песчаная буря)",,008079,Статус продукции,"= 0 Регулярный выпуск, = 1 Поправка",,,Operational,PDF,
bufr4/3/16/039/2/316030,16,Категория 16 — Последовательности синоптических характеристик,316039,"(SIGMET — Горная волна, пыльная или песчаная буря)",,316030,Заголовок SIGMET,,,,Operational,PDF,
bufr4/3/16/039/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316039,"(SIGMET — Горная волна, пыльная или песчаная буря)",,008011,Метеорологическая характеристика,"= 23 Горная волна, = 24 Пыльная буря, = 25 Песчаная буря",,,Operational,PDF,
bufr4/3/16/039/4/020024,16,Категория 16 — Последовательности синоптических характеристик,316039,"(SIGMET — Горная волна, пыльная или песчаная буря)",,020024,Интенсивность явления,"= 3 Сильное, = 5 Суровое",,,Operational,PDF,
bufr4/3/16/039/5/316031,16,Категория 16 — Последовательности синоптических характеристик,316039,"(SIGMET — Горная волна, пыльная или песчаная буря)",,316031,SIGMET — Наблюдаемое или прогнозируемое местоположение и перемещение,,,,Operational,PDF,
bufr4/3/16/039/6/008011,16,Категория 16 — Последовательности синоптических характеристик,316039,"(SIGMET — Горная волна, пыльная или песчаная буря)",,008011,Метеорологическая характеристика,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/039/7/008079,16,Категория 16 — Последовательности синоптических характеристик,316039,"(SIGMET — Горная волна, пыльная или песчаная буря)",,008079,Статус продукции,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/040/1/316030,16,Категория 16 — Последовательности синоптических характеристик,316040,(Отмена SIGMET),,316030,Заголовок SIGMET,,,,Operational,PDF,
bufr4/3/16/040/2/008079,16,Категория 16 — Последовательности синоптических характеристик,316040,(Отмена SIGMET),,008079,Статус продукции,= 4 Отмена,,,Operational,PDF,
bufr4/3/16/040/3/301014,16,Категория 16 — Последовательности синоптических характеристик,316040,(Отмена SIGMET),,301014,Временной период,Подлежащего отмене SIGMET,,,Operational,PDF,
bufr4/3/16/040/4/001037,16,Категория 16 — Последовательности синоптических характеристик,316040,(Отмена SIGMET),,001037,Указатель последовательности SIGMET,Подлежащего отмене SIGMET,,,Operational,PDF,
bufr4/3/16/040/5/010064,16,Категория 16 — Последовательности синоптических характеристик,316040,(Отмена SIGMET),,010064,Крейсерский эшелон SIGMET,Подлежащего отмене SIGMET,,,Operational,PDF,
bufr4/3/16/040/6/008079,16,Категория 16 — Последовательности синоптических характеристик,316040,(Отмена SIGMET),,008079,Статус продукции,Установлено на отсутствующее значение (отмена),,,Operational,PDF,
bufr4/3/16/050/1/301001,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,301001,Номера блока и станции ВМО,,,,Operational,PDF,
bufr4/3/16/050/2/301011,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,301011,"Год, месяц, день",,,,Operational,PDF,
bufr4/3/16/050/3/301012,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,301012,"Час, минута",,,,Operational,PDF,
bufr4/3/16/050/4/002160,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,002160,Длина волны радиолокатора,,,,Operational,PDF,
bufr4/3/16/050/5/008005,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,008005,Значимость метеорологической характеристики,= 1,,,Operational,PDF,
bufr4/3/16/050/6/005002,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,005002,Широта (низкая точность),,,,Operational,PDF,
bufr4/3/16/050/7/006002,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,006002,Долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/050/8/008005,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,008005,Значимость метеорологической характеристики,Отмена,,,Operational,PDF,
bufr4/3/16/050/9/019100,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,019100,Временной интервал для расчета движения тропического циклона,,,,Operational,PDF,
bufr4/3/16/050/10/019005,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,019005,Направление перемещения синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/050/11/019006,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,019006,Скорость перемещения синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/050/12/019101,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,019101,Точность местоположения центра тропического циклона,,,,Operational,PDF,
bufr4/3/16/050/13/019102,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,019102,Форма и определение глаза тропического циклона,,,,Operational,PDF,
bufr4/3/16/050/14/019103,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,019103,Диаметр большой оси глаза тропического циклона,,,,Operational,PDF,
bufr4/3/16/050/15/019104,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,019104,Изменение в характеристике глаза в течение 30 минут,,,,Operational,PDF,
bufr4/3/16/050/16/019105,16,Категория 16 — Последовательности синоптических характеристик,316050,(Образец RADOB — Часть A: Информация о тропическом циклоне),,019105,Расстояние между концом спиральной полосы и центром,,,,Operational,PDF,
bufr4/3/16/052/1/301005,16,Категория 16 — Последовательности синоптических характеристик,316052,(Образец SAREP — Часть A: Информация о тропическом циклоне),,301005,Центр/подцентр-поставщик,,,,Operational,PDF,
bufr4/3/16/052/2/301011,16,Категория 16 — Последовательности синоптических характеристик,316052,(Образец SAREP — Часть A: Информация о тропическом циклоне),,301011,"Год, месяц, день",,,,Operational,PDF,
bufr4/3/16/052/3/301012,16,Категория 16 — Последовательности синоптических характеристик,316052,(Образец SAREP — Часть A: Информация о тропическом циклоне),,301012,"Час, минут",,,,Operational,PDF,
bufr4/3/16/052/4/001007,16,Категория 16 — Последовательности синоптических характеристик,316052,(Образец SAREP — Часть A: Информация о тропическом циклоне),,001007,Указатель спутника,,,,Operational,PDF,
