ID,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status,translation_source
bufr4/0/02/037/5,002037,Method of tidal observation,5,"Automatic reading from single automatic recorder at station with level reference check, or from multiple automatic recorders",,,,,Operational,na
bufr4/0/02/037/6,002037,Method of tidal observation,6,Reserved,,,,,Operational,na
bufr4/0/02/037/7,002037,Method of tidal observation,7,Missing value,,,,,Operational,na
bufr4/0/02/038/0,002038,Method of water temperature and/or salinity measurement,0,Ship intake,,,,,Operational,na
bufr4/0/02/038/1,002038,Method of water temperature and/or salinity measurement,1,Bucket,,,,,Operational,na
bufr4/0/02/038/2,002038,Method of water temperature and/or salinity measurement,2,Hull contact sensor,,,,,Operational,na
bufr4/0/02/038/3,002038,Method of water temperature and/or salinity measurement,3,Reversing thermometer,,,,,Operational,na
bufr4/0/02/038/4,002038,Method of water temperature and/or salinity measurement,4,STD/CTD sensor,,,,,Operational,na
bufr4/0/02/038/5,002038,Method of water temperature and/or salinity measurement,5,Mechanical BT,,,,,Operational,na
bufr4/0/02/038/6,002038,Method of water temperature and/or salinity measurement,6,Expendable BT,,,,,Operational,na
bufr4/0/02/038/7,002038,Method of water temperature and/or salinity measurement,7,Digital BT,,,,,Operational,na
bufr4/0/02/038/8,002038,Method of water temperature and/or salinity measurement,8,Thermistor chain,,,,,Operational,na
bufr4/0/02/038/9,002038,Method of water temperature and/or salinity measurement,9,Infrared scanner,,,,,Operational,na
bufr4/0/02/038/10,002038,Method of water temperature and/or salinity measurement,10,Microwave scanner,,,,,Operational,na
bufr4/0/02/038/11,002038,Method of water temperature and/or salinity measurement,11,Infrared radiometer,,,,,Operational,na
bufr4/0/02/038/12,002038,Method of water temperature and/or salinity measurement,12,In-line thermosalinograph,,,,,Operational,na
bufr4/0/02/038/13,002038,Method of water temperature and/or salinity measurement,13,Towed body,,,,,Operational,na
bufr4/0/02/038/14,002038,Method of water temperature and/or salinity measurement,14,Other,,,,,Operational,na
bufr4/0/02/038/15,002038,Method of water temperature and/or salinity measurement,15,Missing value,,,,,Operational,na
bufr4/0/02/039/0,002039,Method of wet-bulb temperature measurement,0,Measured wet-bulb temperature,,,,,Operational,na
bufr4/0/02/039/1,002039,Method of wet-bulb temperature measurement,1,Iced bulb measured wet-bulb temperature,,,,,Operational,na
bufr4/0/02/039/2,002039,Method of wet-bulb temperature measurement,2,Computed wet-bulb temperature,,,,,Operational,na
bufr4/0/02/039/3,002039,Method of wet-bulb temperature measurement,3,Iced bulb computed wet-bulb temperature,,,,,Operational,na
bufr4/0/02/039/4-6,002039,Method of wet-bulb temperature measurement,4-6,Reserved,,,,,Operational,na
bufr4/0/02/039/7,002039,Method of wet-bulb temperature measurement,7,Missing value,,,,,Operational,na
bufr4/0/02/040/0,002040,Method of removing velocity and motion of platform from current,0,Ship's motion removed by averaging,Ship's velocity removed by bottom tracking,,,,Operational,na
bufr4/0/02/040/1,002040,Method of removing velocity and motion of platform from current,1,Ship's motion removed by motion compensation,Ship's velocity removed by bottom tracking,,,,Operational,na
bufr4/0/02/040/2,002040,Method of removing velocity and motion of platform from current,2,Ship's motion not removed,Ship's velocity removed by bottom tracking,,,,Operational,na
bufr4/0/02/040/3,002040,Method of removing velocity and motion of platform from current,3,Ship's motion removed by averaging,Ship's velocity removed by navigation,,,,Operational,na
bufr4/0/02/040/4,002040,Method of removing velocity and motion of platform from current,4,Ship's motion removed by motion compensation,Ship's velocity removed by navigation,,,,Operational,na
bufr4/0/02/040/5,002040,Method of removing velocity and motion of platform from current,5,Ship's motion not removed,Ship's velocity removed by navigation,,,,Operational,na
bufr4/0/02/040/6,002040,Method of removing velocity and motion of platform from current,6,Doppler current profiling method not used,,,,,Operational,na
bufr4/0/02/040/7-14,002040,Method of removing velocity and motion of platform from current,7-14,Reserved,,,,,Operational,na
bufr4/0/02/040/15,002040,Method of removing velocity and motion of platform from current,15,Missing value,,,,,Operational,na
bufr4/0/02/041/0,002041,Method for estimating reports related to synoptic features,0,Information based on manual analysis,,,,,Operational,na
bufr4/0/02/041/1,002041,Method for estimating reports related to synoptic features,1,Information based on computer analysis,,,,,Operational,na
bufr4/0/02/041/2,002041,Method for estimating reports related to synoptic features,2,Information based on data assimilation,,,,,Operational,na
bufr4/0/02/041/3,002041,Method for estimating reports related to synoptic features,3,Information based on computer analysis or data assimilation manually modified,,,,,Operational,na
bufr4/0/02/041/4-9,002041,Method for estimating reports related to synoptic features,4-9,Reserved,,,,,Operational,na
bufr4/0/02/041/10,002041,Method for estimating reports related to synoptic features,10,Information based on the numerical weather prediction,,,,,Operational,na
bufr4/0/02/041/11-62,002041,Method for estimating reports related to synoptic features,11-62,Reserved for future use,,,,,Operational,na
bufr4/0/02/041/63,002041,Method for estimating reports related to synoptic features,63,Missing value,,,,,Operational,na
bufr4/0/02/042/0,002042,Indicator for sea-surface current speed,0,Value originally reported in m/s,,,,,Operational,na
bufr4/0/02/042/1,002042,Indicator for sea-surface current speed,1,Value originally reported in knots,,,,,Operational,na
bufr4/0/02/042/2,002042,Indicator for sea-surface current speed,2,No sea current data available,,,,,Operational,na
bufr4/0/02/042/3,002042,Indicator for sea-surface current speed,3,Missing value,,,,,Operational,na
bufr4/0/02/044/0,002044,Indicator for method of calculating spectral wave data,0,Reserved for future use,,,,,Operational,na
bufr4/0/02/044/1,002044,Indicator for method of calculating spectral wave data,1,Longuet-Higgins (1964),,,,,Operational,na
bufr4/0/02/044/2,002044,Indicator for method of calculating spectral wave data,2,Longuet-Higgins (F3 method),,,,,Operational,na
bufr4/0/02/044/3,002044,Indicator for method of calculating spectral wave data,3,Maximum likelihood method,,,,,Operational,na
bufr4/0/02/044/4,002044,Indicator for method of calculating spectral wave data,4,Maximum entropy method,,,,,Operational,na
bufr4/0/02/044/5-14,002044,Indicator for method of calculating spectral wave data,5-14,Reserved,,,,,Operational,na
bufr4/0/02/044/15,002044,Indicator for method of calculating spectral wave data,15,Missing value,,,,,Operational,na
bufr4/0/02/045/0,002045,Indicator for type of platform,0,Sea station,,,,,Operational,na
bufr4/0/02/045/1,002045,Indicator for type of platform,1,Automatic data buoy,,,,,Operational,na
bufr4/0/02/045/2,002045,Indicator for type of platform,2,Aircraft,,,,,Operational,na
bufr4/0/02/045/3,002045,Indicator for type of platform,3,Satellite,,,,,Operational,na
bufr4/0/02/045/4-14,002045,Indicator for type of platform,4-14,Reserved,,,,,Operational,na
bufr4/0/02/045/15,002045,Indicator for type of platform,15,Missing value,,,,,Operational,na
bufr4/0/02/046/0,002046,Wave measurement instrumentation,0,Reserved for future use,,,,,Operational,na
bufr4/0/02/046/1,002046,Wave measurement instrumentation,1,Heave sensor,,,,,Operational,na
bufr4/0/02/046/2,002046,Wave measurement instrumentation,2,Slope sensor,,,,,Operational,na
bufr4/0/02/046/3-14,002046,Wave measurement instrumentation,3-14,Reserved,,,,,Operational,na
bufr4/0/02/046/15,002046,Wave measurement instrumentation,15,Missing value,,,,,Operational,na
bufr4/0/02/047/0,002047,Deep-ocean tsunameter type,0,Reserved,,,,,Operational,na
bufr4/0/02/047/1,002047,Deep-ocean tsunameter type,1,DART II (PMEL),,,,,Operational,na
bufr4/0/02/047/2,002047,Deep-ocean tsunameter type,2,DART ETD,,,,,Operational,na
bufr4/0/02/047/3,002047,Deep-ocean tsunameter type,3,SAIC Tsunami Buoy (STB),,,,,Operational,na
bufr4/0/02/047/4,002047,Deep-ocean tsunameter type,4,GFZ - Potsdam,,,,,Operational,na
bufr4/0/02/047/5,002047,Deep-ocean tsunameter type,5,INCOIS (India),,,,,Operational,na
bufr4/0/02/047/6,002047,Deep-ocean tsunameter type,6,InaBuoy (Indonesia),,,,,Operational,na
bufr4/0/02/047/7,002047,Deep-ocean tsunameter type,7,Envirtech,,,,,Operational,na
bufr4/0/02/047/8-99,002047,Deep-ocean tsunameter type,8-99,Reserved,,,,,Operational,na
bufr4/0/02/047/100-126,002047,Deep-ocean tsunameter type,100-126,Not used,,,,,Operational,na
bufr4/0/02/047/127,002047,Deep-ocean tsunameter type,127,Missing value,,,,,Operational,na
bufr4/0/02/048/0,002048,Satellite sensor indicator,0,HIRS,,,,,Operational,na
bufr4/0/02/048/1,002048,Satellite sensor indicator,1,MSU,,,,,Operational,na
bufr4/0/02/048/2,002048,Satellite sensor indicator,2,SSU,,,,,Operational,na
bufr4/0/02/048/3,002048,Satellite sensor indicator,3,AMSU-A,,,,,Operational,na
bufr4/0/02/048/4,002048,Satellite sensor indicator,4,AMSU-B,,,,,Operational,na
bufr4/0/02/048/5,002048,Satellite sensor indicator,5,AVHRR,,,,,Operational,na
bufr4/0/02/048/6,002048,Satellite sensor indicator,6,SSMI,,,,,Operational,na
bufr4/0/02/048/7,002048,Satellite sensor indicator,7,NSCAT,,,,,Operational,na
bufr4/0/02/048/8,002048,Satellite sensor indicator,8,SEAWINDS,,,,,Operational,na
bufr4/0/02/048/9,002048,Satellite sensor indicator,9,POSEIDON altimeter,,,,,Operational,na
bufr4/0/02/048/10,002048,Satellite sensor indicator,10,JMR (JASON Microwave Radiometer),,,,,Operational,na
bufr4/0/02/048/11,002048,Satellite sensor indicator,11,MHS,,,,,Operational,na
bufr4/0/02/048/12,002048,Satellite sensor indicator,12,ASCAT,,,,,Operational,na
bufr4/0/02/048/13,002048,Satellite sensor indicator,13,OSCAT2,,,,,Operational,na
bufr4/0/02/048/14,002048,Satellite sensor indicator,14,Reserved,,,,,Operational,na
bufr4/0/02/048/15,002048,Satellite sensor indicator,15,Missing value,,,,,Operational,na
bufr4/0/02/049/1,002049,Geostationary satellite data-processing technique used,1,Processing technique not defined,,,,,Operational,na
bufr4/0/02/049/2,002049,Geostationary satellite data-processing technique used,2,Simultaneous physical retrieval,,,,,Operational,na
bufr4/0/02/049/3,002049,Geostationary satellite data-processing technique used,3,Clear sounding,,,(see Note 1),29,Operational,na
bufr4/0/02/049/4,002049,Geostationary satellite data-processing technique used,4,Cloudy sounding,,,(see Note 2),31,Operational,na
bufr4/0/02/049/5-7,002049,Geostationary satellite data-processing technique used,5-7,Reserved for future use,,,,,Operational,na
bufr4/0/02/049/All-8,002049,Geostationary satellite data-processing technique used,All 8,Missing value,,,,,Operational,na
bufr4/0/02/050/1,002050,Geostationary sounder satellite channels used,1,1,14.71,,,,Operational,na
bufr4/0/02/050/2,002050,Geostationary sounder satellite channels used,2,2,14.37,,,,Operational,na
bufr4/0/02/050/3,002050,Geostationary sounder satellite channels used,3,3,14.06,,,,Operational,na
bufr4/0/02/050/4,002050,Geostationary sounder satellite channels used,4,4,13.64,,,,Operational,na
bufr4/0/02/050/5,002050,Geostationary sounder satellite channels used,5,5,13.37,,,,Operational,na
bufr4/0/02/050/6,002050,Geostationary sounder satellite channels used,6,6,12.66,,,,Operational,na
bufr4/0/02/050/7,002050,Geostationary sounder satellite channels used,7,7,12.02,,,,Operational,na
bufr4/0/02/050/8,002050,Geostationary sounder satellite channels used,8,8,11.03,,,,Operational,na
bufr4/0/02/050/9,002050,Geostationary sounder satellite channels used,9,9,9.71,,,,Operational,na
bufr4/0/02/050/10,002050,Geostationary sounder satellite channels used,10,10,7.43,,,,Operational,na
bufr4/0/02/050/11,002050,Geostationary sounder satellite channels used,11,11,7.02,,,,Operational,na
bufr4/0/02/050/12,002050,Geostationary sounder satellite channels used,12,12,6.51,,,,Operational,na
bufr4/0/02/050/13,002050,Geostationary sounder satellite channels used,13,13,4.57,,,,Operational,na
bufr4/0/02/050/14,002050,Geostationary sounder satellite channels used,14,14,4.52,,,,Operational,na
bufr4/0/02/050/15,002050,Geostationary sounder satellite channels used,15,15,4.45,,,,Operational,na
bufr4/0/02/050/16,002050,Geostationary sounder satellite channels used,16,16,4.13,,,,Operational,na
bufr4/0/02/050/17,002050,Geostationary sounder satellite channels used,17,17,3.98,,,,Operational,na
bufr4/0/02/050/18,002050,Geostationary sounder satellite channels used,18,18,3.74,,,,Operational,na
bufr4/0/02/050/19,002050,Geostationary sounder satellite channels used,19,19,0.969,,,,Operational,na
bufr4/0/02/050/All-20,002050,Geostationary sounder satellite channels used,All 20,Missing value,,,,,Operational,na
bufr4/0/02/051/0,002051,Indicator to specify observing method for extreme temperatures,0,Reserved,,,,,Operational,na
bufr4/0/02/051/1,002051,Indicator to specify observing method for extreme temperatures,1,Maximum/minimum thermometers,,,,,Operational,na
bufr4/0/02/051/2,002051,Indicator to specify observing method for extreme temperatures,2,Automated instruments,,,,,Operational,na
bufr4/0/02/051/3,002051,Indicator to specify observing method for extreme temperatures,3,Thermograph,,,,,Operational,na
bufr4/0/02/051/4-14,002051,Indicator to specify observing method for extreme temperatures,4-14,Reserved,,,,,Operational,na
bufr4/0/02/051/15,002051,Indicator to specify observing method for extreme temperatures,15,Missing value,,,,,Operational,na
bufr4/0/02/052/1,002052,Geostationary imager satellite channels used,1,1,0.55 - 0.75,,,,Operational,na
bufr4/0/02/052/2,002052,Geostationary imager satellite channels used,2,2,3.9,,,,Operational,na
bufr4/0/02/052/3,002052,Geostationary imager satellite channels used,3,3,6.7,,,,Operational,na
bufr4/0/02/052/4,002052,Geostationary imager satellite channels used,4,4,10.7,,,,Operational,na
bufr4/0/02/052/5,002052,Geostationary imager satellite channels used,5,5,12.0,,,,Operational,na
bufr4/0/02/052/All-6,002052,Geostationary imager satellite channels used,All 6,Missing value,,,,,Operational,na
bufr4/0/02/053/0,002053,GOES-I/M brightness temperature characteristics,0,Observed brightness temperature,,,,,Operational,na
bufr4/0/02/053/1,002053,GOES-I/M brightness temperature characteristics,1,Brightness temperature with bias correction applied,,,,,Operational,na
bufr4/0/02/053/2,002053,GOES-I/M brightness temperature characteristics,2,Brightness temperature calculated from first guess,,,,,Operational,na
bufr4/0/02/053/3,002053,GOES-I/M brightness temperature characteristics,3,Brightness temperature calculated from sounding,,,,,Operational,na
bufr4/0/02/053/4-14,002053,GOES-I/M brightness temperature characteristics,4-14,Reserved,,,,,Operational,na
bufr4/0/02/053/15,002053,GOES-I/M brightness temperature characteristics,15,Missing value,,,,,Operational,na
bufr4/0/02/054/0,002054,GOES-I/M soundings parameter characteristics,0,Parameter derived using observed sounder brightness temperatures,,,,,Operational,na
bufr4/0/02/054/1,002054,GOES-I/M soundings parameter characteristics,1,Parameter derived using observed imager brightness temperatures,,,,,Operational,na
bufr4/0/02/054/2,002054,GOES-I/M soundings parameter characteristics,2,Parameter derived using first guess information,,,,,Operational,na
bufr4/0/02/054/3,002054,GOES-I/M soundings parameter characteristics,3,Parameter derived using NMC analysis information,,,,,Operational,na
bufr4/0/02/054/4,002054,GOES-I/M soundings parameter characteristics,4,Parameter derived using radiosonde information,,,,,Operational,na
bufr4/0/02/054/5-14,002054,GOES-I/M soundings parameter characteristics,5-14,Reserved,,,,,Operational,na
bufr4/0/02/054/15,002054,GOES-I/M soundings parameter characteristics,15,Missing value,,,,,Operational,na
bufr4/0/02/055/0,002055,Geostationary soundings statistical parameters,0,Statistics generated comparing retrieval versus radiosonde,,,,,Operational,na
bufr4/0/02/055/1,002055,Geostationary soundings statistical parameters,1,Statistics generated comparing retrieval versus first guess,,,,,Operational,na
bufr4/0/02/055/2,002055,Geostationary soundings statistical parameters,2,Statistics generated comparing radiosonde versus first guess,,,,,Operational,na
bufr4/0/02/055/3,002055,Geostationary soundings statistical parameters,3,Statistics generated comparing observed versus retrieval,,,,,Operational,na
bufr4/0/02/055/4,002055,Geostationary soundings statistical parameters,4,Statistics generated comparing observed versus first guess,,,,,Operational,na
bufr4/0/02/055/5,002055,Geostationary soundings statistical parameters,5,Statistics generated comparing radiosonde versus imager,,,,,Operational,na
bufr4/0/02/055/6,002055,Geostationary soundings statistical parameters,6,Statistics generated comparing radiosonde versus sounder,,,,,Operational,na
bufr4/0/02/055/7,002055,Geostationary soundings statistical parameters,7,Statistics generated for radiosonde,,,,,Operational,na
bufr4/0/02/055/8,002055,Geostationary soundings statistical parameters,8,Statistics generated for first guess,,,,,Operational,na
bufr4/0/02/055/9-14,002055,Geostationary soundings statistical parameters,9-14,Reserved,,,,,Operational,na
bufr4/0/02/055/15,002055,Geostationary soundings statistical parameters,15,Missing value,,,,,Operational,na
bufr4/0/02/056/0,002056,Geostationary soundings accuracy statistics,0,Sums of differences,,,,,Operational,na
bufr4/0/02/056/1,002056,Geostationary soundings accuracy statistics,1,Sums of squared differences,,,,,Operational,na
bufr4/0/02/056/2,002056,Geostationary soundings accuracy statistics,2,Sample size,,,,,Operational,na
bufr4/0/02/056/3,002056,Geostationary soundings accuracy statistics,3,Minimum difference,,,,,Operational,na
bufr4/0/02/056/4,002056,Geostationary soundings accuracy statistics,4,Maximum difference,,,,,Operational,na
bufr4/0/02/056/5-14,002056,Geostationary soundings accuracy statistics,5-14,Reserved,,,,,Operational,na
bufr4/0/02/056/15,002056,Geostationary soundings accuracy statistics,15,Missing value,,,,,Operational,na
bufr4/0/02/057/0,002057,Origin of first-guess information for GOES-I/M soundings,0,Nested Grid Model (NGM),,,,,Operational,na
bufr4/0/02/057/1,002057,Origin of first-guess information for GOES-I/M soundings,1,Aviation Model (AVN),,,,,Operational,na
bufr4/0/02/057/2,002057,Origin of first-guess information for GOES-I/M soundings,2,Medium Range Forecast (MRF) Model,,,,,Operational,na
bufr4/0/02/057/3,002057,Origin of first-guess information for GOES-I/M soundings,3,Global Data Assimilation System (GDAS) Forecast Model,,,,,Operational,na
bufr4/0/02/057/4,002057,Origin of first-guess information for GOES-I/M soundings,4,Prior soundings (within 3 hours of current time),,,,,Operational,na
bufr4/0/02/057/5,002057,Origin of first-guess information for GOES-I/M soundings,5,Climatology,,,,,Operational,na
bufr4/0/02/057/6-14,002057,Origin of first-guess information for GOES-I/M soundings,6-14,Reserved,,,,,Operational,na
bufr4/0/02/057/15,002057,Origin of first-guess information for GOES-I/M soundings,15,Missing value,,,,,Operational,na
bufr4/0/02/058/0,002058,Valid times of first-guess information for GOES-I/M soundings,0,12 hour and 18 hour,,,,,Operational,na
bufr4/0/02/058/1,002058,Valid times of first-guess information for GOES-I/M soundings,1,18 hour and 24 hour,,,,,Operational,na
bufr4/0/02/058/2,002058,Valid times of first-guess information for GOES-I/M soundings,2,6 hour and 12 hour,,,,,Operational,na
bufr4/0/02/058/3,002058,Valid times of first-guess information for GOES-I/M soundings,3,Greater than 24 hours,,,,,Operational,na
bufr4/0/02/058/4-14,002058,Valid times of first-guess information for GOES-I/M soundings,4-14,Reserved,,,,,Operational,na
bufr4/0/02/058/15,002058,Valid times of first-guess information for GOES-I/M soundings,15,Missing value,,,,,Operational,na
bufr4/0/02/059/0,002059,Origin of analysis information for GOES-I/M soundings,0,NCEP Nested Grid Model (NGM) Analysis,,,,,Operational,na
bufr4/0/02/059/1,002059,Origin of analysis information for GOES-I/M soundings,1,NCEP Aviation Model (AVN) Analysis,,,,,Operational,na
bufr4/0/02/059/2,002059,Origin of analysis information for GOES-I/M soundings,2,NCEP Medium Range Forecast (MRF) Model Analysis,,,,,Operational,na
bufr4/0/02/059/3,002059,Origin of analysis information for GOES-I/M soundings,3,NCEP Global Data Assimilation System (GDAS) Forecast Model Analysis,,,,,Operational,na
bufr4/0/02/059/4-14,002059,Origin of analysis information for GOES-I/M soundings,4-14,Reserved,,,,,Operational,na
bufr4/0/02/059/15,002059,Origin of analysis information for GOES-I/M soundings,15,Missing value,,,,,Operational,na
bufr4/0/02/060/0,002060,Origin of surface information for GOES-I/M soundings,0,Current surface hourly reports,,,,,Operational,na
bufr4/0/02/060/1,002060,Origin of surface information for GOES-I/M soundings,1,Current ship reports,,,,,Operational,na
bufr4/0/02/060/2,002060,Origin of surface information for GOES-I/M soundings,2,Current buoy reports,,,,,Operational,na
bufr4/0/02/060/3,002060,Origin of surface information for GOES-I/M soundings,3,One hour old surface hourly reports,,,,,Operational,na
bufr4/0/02/060/4,002060,Origin of surface information for GOES-I/M soundings,4,One hour old ship reports,,,,,Operational,na
bufr4/0/02/060/5,002060,Origin of surface information for GOES-I/M soundings,5,One hour old buoy reports,,,,,Operational,na
bufr4/0/02/060/6-14,002060,Origin of surface information for GOES-I/M soundings,6-14,Reserved,,,,,Operational,na
bufr4/0/02/060/15,002060,Origin of surface information for GOES-I/M soundings,15,Missing value,,,,,Operational,na
bufr4/0/02/061/0,002061,Aircraft navigational system,0,Inertial navigation system,,,,,Operational,na
bufr4/0/02/061/1,002061,Aircraft navigational system,1,OMEGA,,,,,Operational,na
bufr4/0/02/061/2-6,002061,Aircraft navigational system,2-6,Reserved,,,,,Operational,na
bufr4/0/02/061/7,002061,Aircraft navigational system,7,Missing value,,,,,Operational,na
bufr4/0/02/062/0,002062,Type of aircraft data relay system,0,ASDAR,,,,,Operational,na
bufr4/0/02/062/1,002062,Type of aircraft data relay system,1,ASDAR (ACARS also available but not operative),,,,,Operational,na
bufr4/0/02/062/2,002062,Type of aircraft data relay system,2,ASDAR (ACARS also available and operative),,,,,Operational,na
bufr4/0/02/062/3,002062,Type of aircraft data relay system,3,ACARS,,,,,Operational,na
bufr4/0/02/062/4,002062,Type of aircraft data relay system,4,ACARS (ASDAR also available but not operative),,,,,Operational,na
bufr4/0/02/062/5,002062,Type of aircraft data relay system,5,ACARS (ASDAR also available and operative),,,,,Operational,na
bufr4/0/02/062/6-14,002062,Type of aircraft data relay system,6-14,Reserved,,,,,Operational,na
bufr4/0/02/062/15,002062,Type of aircraft data relay system,15,Missing value,,,,,Operational,na
bufr4/0/02/064/0,002064,Aircraft roll angle quality,0,Good,,,,,Operational,na
bufr4/0/02/064/1,002064,Aircraft roll angle quality,1,Bad,,,(see Note),20,Operational,na
bufr4/0/02/064/2,002064,Aircraft roll angle quality,2,Reserved,,,,,Operational,na
bufr4/0/02/064/3,002064,Aircraft roll angle quality,3,Missing value,,,,,Operational,na
bufr4/0/02/066/0,002066,Radiosonde ground receiving system,0,InterMet IMS 2000,,,,,Operational,na
bufr4/0/02/066/1,002066,Radiosonde ground receiving system,1,InterMet IMS 1500C,,,,,Operational,na
bufr4/0/02/066/2,002066,Radiosonde ground receiving system,2,Shanghai GTC1,,,,,Operational,na
bufr4/0/02/066/3,002066,Radiosonde ground receiving system,3,Nanjing GTC2,,,,,Operational,na
bufr4/0/02/066/4,002066,Radiosonde ground receiving system,4,Nanjing GFE(L)1,,,,,Operational,na
bufr4/0/02/066/5,002066,Radiosonde ground receiving system,5,MARL-A radar,,,,,Operational,na
bufr4/0/02/066/6,002066,Radiosonde ground receiving system,6,VEKTOR-M radar,,,,,Operational,na
bufr4/0/02/066/7-61,002066,Radiosonde ground receiving system,7-61,Reserved,,,,,Operational,na
bufr4/0/02/066/62,002066,Radiosonde ground receiving system,62,Other,,,,,Operational,na
bufr4/0/02/066/63,002066,Radiosonde ground receiving system,63,Missing value,,,,,Operational,na
bufr4/0/02/070/0,002070,na specification of latitude/longitude,0,Actual location in seconds,,,,,Operational,na
bufr4/0/02/070/1,002070,na specification of latitude/longitude,1,Actual location in minutes,,,,,Operational,na
bufr4/0/02/070/2,002070,na specification of latitude/longitude,2,Actual location in degrees,,,,,Operational,na
bufr4/0/02/070/3,002070,na specification of latitude/longitude,3,Actual location in decidegrees,,,,,Operational,na
bufr4/0/02/070/4,002070,na specification of latitude/longitude,4,Actual location in centidegrees,,,,,Operational,na
bufr4/0/02/070/5,002070,na specification of latitude/longitude,5,Referenced to checkpoint in seconds,,,,,Operational,na
bufr4/0/02/070/6,002070,na specification of latitude/longitude,6,Referenced to checkpoint in minutes,,,,,Operational,na
bufr4/0/02/070/7,002070,na specification of latitude/longitude,7,Referenced to checkpoint in degrees,,,,,Operational,na
bufr4/0/02/070/8,002070,na specification of latitude/longitude,8,Referenced to checkpoint in decidegrees,,,,,Operational,na
bufr4/0/02/070/9,002070,na specification of latitude/longitude,9,Referenced to checkpoint in centidegrees,,,,,Operational,na
bufr4/0/02/070/10,002070,na specification of latitude/longitude,10,Actual location in tenths of a minute,,,,,Operational,na
bufr4/0/02/070/11,002070,na specification of latitude/longitude,11,Referenced to checkpoint in tenths of a minute,,,,,Operational,na
bufr4/0/02/070/12-14,002070,na specification of latitude/longitude,12-14,Reserved,,,,,Operational,na
bufr4/0/02/070/15,002070,na specification of latitude/longitude,15,Missing value,,,,,Operational,na
bufr4/0/02/080/0,002080,Balloon manufacturer,0,Kaysam,,,,,Operational,na
bufr4/0/02/080/1,002080,Balloon manufacturer,1,Totex,,,,,Operational,na
bufr4/0/02/080/2,002080,Balloon manufacturer,2,KKS,,,,,Operational,na
bufr4/0/02/080/3,002080,Balloon manufacturer,3,Guangzhou Shuangyi (China),,,,,Operational,na
bufr4/0/02/080/4,002080,Balloon manufacturer,4,ChemChina Zhuzhou (China),,,,,Operational,na
bufr4/0/02/080/5,002080,Balloon manufacturer,5,WindBorne,,,,,Operational,na
bufr4/0/02/080/6-61,002080,Balloon manufacturer,6-61,Reserved,,,,,Operational,na
bufr4/0/02/080/62,002080,Balloon manufacturer,62,Other,,,,,Operational,na
bufr4/0/02/080/63,002080,Balloon manufacturer,63,Missing value,,,,,Operational,na
bufr4/0/02/081/0,002081,Type of balloon,0,GP26,,,,,Operational,na
bufr4/0/02/081/1,002081,Type of balloon,1,GP28,,,,,Operational,na
bufr4/0/02/081/2,002081,Type of balloon,2,GP30,,,,,Operational,na
bufr4/0/02/081/3,002081,Type of balloon,3,HM26,,,,,Operational,na
bufr4/0/02/081/4,002081,Type of balloon,4,HM28,,,,,Operational,na
bufr4/0/02/081/5,002081,Type of balloon,5,HM30,,,,,Operational,na
bufr4/0/02/081/6,002081,Type of balloon,6,SV16,,,,,Operational,na
bufr4/0/02/081/7,002081,Type of balloon,7,Totex TA type balloons,,,,,Operational,na
bufr4/0/02/081/8,002081,Type of balloon,8,Totex TX type balloons,,,,,Operational,na
bufr4/0/02/081/9-29,002081,Type of balloon,9-29,Reserved,,,,,Operational,na
bufr4/0/02/081/30,002081,Type of balloon,30,Other,,,,,Operational,na
bufr4/0/02/081/31,002081,Type of balloon,31,Missing value,,,,,Operational,na
bufr4/0/02/083/0,002083,Type of balloon shelter,0,High bay,,,,,Operational,na
bufr4/0/02/083/1,002083,Type of balloon shelter,1,Low bay,,,,,Operational,na
bufr4/0/02/083/2,002083,Type of balloon shelter,2,Balloon-inflated launch system (BILS),,,,,Operational,na
bufr4/0/02/083/3,002083,Type of balloon shelter,3,Roof-top BILS,,,,,Operational,na
bufr4/0/02/083/4,002083,Type of balloon shelter,4,Automated unmanned sounding system,,,,,Operational,na
bufr4/0/02/083/5-13,002083,Type of balloon shelter,5-13,Reserved,,,,,Operational,na
bufr4/0/02/083/14,002083,Type of balloon shelter,14,Other,,,,,Operational,na
bufr4/0/02/083/15,002083,Type of balloon shelter,15,Missing value,,,,,Operational,na
bufr4/0/02/084/0,002084,Type of gas used in balloon,0,Hydrogen,,,,,Operational,na
bufr4/0/02/084/1,002084,Type of gas used in balloon,1,Helium,,,,,Operational,na
bufr4/0/02/084/2,002084,Type of gas used in balloon,2,Natural gas,,,,,Operational,na
bufr4/0/02/084/3-13,002084,Type of gas used in balloon,3-13,Reserved,,,,,Operational,na
bufr4/0/02/084/14,002084,Type of gas used in balloon,14,Other,,,,,Operational,na
bufr4/0/02/084/15,002084,Type of gas used in balloon,15,Missing value,,,,,Operational,na
bufr4/0/02/092/0,002092,Ozone profile computation method,0,UV channel based retrieval,,,,,Operational,na
bufr4/0/02/092/1,002092,Ozone profile computation method,1,Visible channel based retrieval,,,,,Operational,na
bufr4/0/02/092/2,002092,Ozone profile computation method,2,Combined UV based retrieval and visible based retrieval,,,,,Operational,na
bufr4/0/02/092/3-6,002092,Ozone profile computation method,3-6,Reserved,,,,,Operational,na
bufr4/0/02/092/7,002092,Ozone profile computation method,7,Missing value,,,,,Operational,na
