ID,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translation_source,
bufr4/3/07/053/13/020009,07,Séquences correspondant à des messages d'observation en surface (terre),307053,(Prévision météorologique sur un aérodrome),,020009,Indicateur général du temps (TAF/METAR),CAVOK NSW NSC,,,Operational,Original,
bufr4/3/07/053/14/020060,07,Séquences correspondant à des messages d'observation en surface (terre),307053,(Prévision météorologique sur un aérodrome),,020060,Visibilité horizontale dominante,VVVV,,,Operational,Original,
bufr4/3/07/053/15/307014,07,Séquences correspondant à des messages d'observation en surface (terre),307053,(Prévision météorologique sur un aérodrome),,307014,Temps significatif présent ou prévu,w´w´,,,Operational,Original,
bufr4/3/07/053/16/307047,07,Séquences correspondant à des messages d'observation en surface (terre),307053,(Prévision météorologique sur un aérodrome),,307047,"Nuages METAR/SPECI/TAF, remplaçant 3 07 015",NsNsNshshshs,,,Operational,Original,
bufr4/3/07/054/1/007032,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,007032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),= 2 m (si la valeur réelle n'est pas disponible),,,Operational,Original,
bufr4/3/07/054/2/008039,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,008039,Caractéristique temporelle (prévision aéronautique),= 3 Heure à laquelle la température maximale est attendue,,,Operational,Original,
bufr4/3/07/054/3/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,004003,Jour,,,,Operational,Original,
bufr4/3/07/054/4/004004,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,004004,Heure,GFGF,,,Operational,Original,
bufr4/3/07/054/5/008023,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,008023,Statistiques de premier ordre,= 3 Minimum,,,Operational,Original,
bufr4/3/07/054/6/012023,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,012023,Température,TFTF - Celsius,,,Operational,Original,
bufr4/3/07/054/7/008039,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,008039,Caractéristique temporelle (prévision aéronautique),= 4 Heure à laquelle la température minimale est attendue,,,Operational,Original,
bufr4/3/07/054/8/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,004003,Jour,,,,Operational,Original,
bufr4/3/07/054/9/004004,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,004004,Heure,GFGF,,,Operational,Original,
bufr4/3/07/054/10/008023,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,008023,Statistiques de premier ordre,= 2 Maximum,,,Operational,Original,
bufr4/3/07/054/11/012023,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,012023,Température,TFTF - Celsius,,,Operational,Original,
bufr4/3/07/054/12/008023,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,008023,Statistiques de premier ordre,Mis à valeur manquante (annuler),,,Operational,Original,
bufr4/3/07/054/13/007032,07,Séquences correspondant à des messages d'observation en surface (terre),307054,(Prévision de températures extrêmes),,007032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler),,,Operational,Original,
bufr4/3/07/055/1/033045,07,Séquences correspondant à des messages d'observation en surface (terre),307055,(Identificateur de changement et changements de prévision),,033045,Probabilité du phénomène qui suit,C2C2,,,Operational,Original,
bufr4/3/07/055/2/008016,07,Séquences correspondant à des messages d'observation en surface (terre),307055,(Identificateur de changement et changements de prévision),,008016,Identificateur de changement d'une prévision de type «tendance» ou d'une prévision d'aérodrome,TTTTTT,,,Operational,Original,
bufr4/3/07/055/3/008039,07,Séquences correspondant à des messages d'observation en surface (terre),307055,(Identificateur de changement et changements de prévision),,008039,Caractéristique temporelle (prévision aéronautique),= 5 Heure de début du changement de prévision,,,Operational,Original,
bufr4/3/07/055/4/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307055,(Identificateur de changement et changements de prévision),,004003,Jour,,,,Operational,Original,
bufr4/3/07/055/5/301012,07,Séquences correspondant à des messages d'observation en surface (terre),307055,(Identificateur de changement et changements de prévision),,301012,"Heure, minute",GGgg,,,Operational,Original,
bufr4/3/07/055/6/008039,07,Séquences correspondant à des messages d'observation en surface (terre),307055,(Identificateur de changement et changements de prévision),,008039,Caractéristique temporelle (prévision aéronautique),= 6 Heure de fin du changement de prévision,,,Operational,Original,
bufr4/3/07/055/7/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307055,(Identificateur de changement et changements de prévision),,004003,Jour,,,,Operational,Original,
bufr4/3/07/055/8/301012,07,Séquences correspondant à des messages d'observation en surface (terre),307055,(Identificateur de changement et changements de prévision),,301012,"Heure, minute",GeGe,,,Operational,Original,
bufr4/3/07/055/9/307053,07,Séquences correspondant à des messages d'observation en surface (terre),307055,(Identificateur de changement et changements de prévision),,307053,Prévision météorologique sur un aérodrome,Durant ou après le changement,,,Operational,Original,
bufr4/3/07/056/1/307052,07,Séquences correspondant à des messages d'observation en surface (terre),307056,(Prévision d'aérodrome - TAF complet),,307052,Identification et intervalle de temps d'une prévision d'aérodrome,,,,Operational,Original,
bufr4/3/07/056/2/307053,07,Séquences correspondant à des messages d'observation en surface (terre),307056,(Prévision d'aérodrome - TAF complet),,307053,Prévision météorologique sur un aérodrome,,,,Operational,Original,
bufr4/3/07/056/3/307054,07,Séquences correspondant à des messages d'observation en surface (terre),307056,(Prévision d'aérodrome - TAF complet),,307054,Prévision de températures extrêmes,,,,Operational,Original,
bufr4/3/07/056/4/101000,07,Séquences correspondant à des messages d'observation en surface (terre),307056,(Prévision d'aérodrome - TAF complet),,101000,Répétition différée de 1 descripteur,,,,Operational,Original,
bufr4/3/07/056/5/031001,07,Séquences correspondant à des messages d'observation en surface (terre),307056,(Prévision d'aérodrome - TAF complet),,031001,Facteur de répétition différée du descripteur,,,,Operational,Original,
bufr4/3/07/056/6/307055,07,Séquences correspondant à des messages d'observation en surface (terre),307056,(Prévision d'aérodrome - TAF complet),,307055,Identificateur de changement et changements de prévision,,,,Operational,Original,
bufr4/3/07/060/1/007061,07,Séquences correspondant à des messages d'observation en surface (terre),307060,(Température du sol sous la surface terrestre),,007061,Profondeur sous la surface terrestre,,,,Operational,Original,
bufr4/3/07/060/2/012030,07,Séquences correspondant à des messages d'observation en surface (terre),307060,(Température du sol sous la surface terrestre),,012030,Température du sol,,,,Operational,Original,
bufr4/3/07/061/1/301031,07,Séquences correspondant à des messages d'observation en surface (terre),307061,(Données relatives à la température du sol à diverses profondeurs (pas plus de cinq) - position très précise),,301031,"Identification et type de station, date/heure, position (précision élevée), hauteur de la station",,,,Operational,Original,
bufr4/3/07/061/2/101005,07,Séquences correspondant à des messages d'observation en surface (terre),307061,(Données relatives à la température du sol à diverses profondeurs (pas plus de cinq) - position très précise),,101005,Répéter 1 descripteur 5 fois,,,,Operational,Original,
bufr4/3/07/061/3/307060,07,Séquences correspondant à des messages d'observation en surface (terre),307061,(Données relatives à la température du sol à diverses profondeurs (pas plus de cinq) - position très précise),,307060,Température du sol sous la surface terrestre,,,,Operational,Original,
bufr4/3/07/062/1/301032,07,Séquences correspondant à des messages d'observation en surface (terre),307062,(Données relatives à la température du sol à diverses profondeurs (pas plus de cinq) - faible degré de précision de la position),,301032,"Identification et type de station, date/heure, position (faible précision), hauteur de la station",,,,Operational,Original,
bufr4/3/07/062/2/101005,07,Séquences correspondant à des messages d'observation en surface (terre),307062,(Données relatives à la température du sol à diverses profondeurs (pas plus de cinq) - faible degré de précision de la position),,101005,Répéter 1 descripteur 5 fois,,,,Operational,Original,
bufr4/3/07/062/3/307060,07,Séquences correspondant à des messages d'observation en surface (terre),307062,(Données relatives à la température du sol à diverses profondeurs (pas plus de cinq) - faible degré de précision de la position),,307060,Température du sol sous la surface terrestre,,,,Operational,Original,
bufr4/3/07/063/1/007061,07,Séquences correspondant à des messages d'observation en surface (terre),307063,(Profondeur sous la surface terrestre et température du sol),,007061,Profondeur sous la surface terrestre,,,,Operational,Original,
bufr4/3/07/063/2/012130,07,Séquences correspondant à des messages d'observation en surface (terre),307063,(Profondeur sous la surface terrestre et température du sol),,012130,Température du sol,Échelle: 2,,,Operational,Original,
bufr4/3/07/071/1/301090,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),,301090,"Identification de la station d'observation en surface; heure, coordonnées horizontales et verticales",,(voir note 3),59,Operational,Original,
bufr4/3/07/071/2/004074,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),,004074,Période ou décalage dans le temps de courte durée,= UTC - Heure locale,(voir note 3),59,Operational,Original,
bufr4/3/07/071/3/004023,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),,004023,Période ou décalage dans le temps,Nombre de jours dans le mois,,,Operational,Original,
bufr4/3/07/071/4/008023,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",008023,Statistiques de premier ordre,= 4 Valeur moyenne,,,Operational,Original,
bufr4/3/07/071/5/010004,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",010004,Pression,,,,Operational,Original,
bufr4/3/07/071/6/010051,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",010051,Pression ramenée au niveau moyen de la mer,,,,Operational,Original,
bufr4/3/07/071/7/007004,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",007004,Pression,Surface isobare standard | Mis à valeur manquante pour les stations situées en plaine,,,Operational,Original,
bufr4/3/07/071/8/010009,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",010009,Hauteur géopotentielle,Surface isobare standard | Mis à valeur manquante pour les stations situées en plaine,,,Operational,Original,
bufr4/3/07/071/9/007032,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",007032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,(voir note 4),25,Operational,Original,
bufr4/3/07/071/10/012101,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",012101,Température/température de l'air,,,,Operational,Original,
bufr4/3/07/071/11/002051,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",002051,Indicateur servant à préciser la méthode d'observation des températures extrêmes,,,,Operational,Original,
bufr4/3/07/071/12/004051,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",004051,Heure principale à laquelle la température maximale est relevée quotidiennement,,,,Operational,Original,
bufr4/3/07/071/13/012118,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",012118,"Température maximale à une hauteur déterminée, au cours des 24 heures précédentes",,,,Operational,Original,
bufr4/3/07/071/14/004052,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",004052,Heure principale à laquelle la température minimale est relevée quotidiennement,,,,Operational,Original,
bufr4/3/07/071/15/012119,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",012119,"Température minimale à une hauteur déterminée, au cours des 24 heures précédentes",,,,Operational,Original,
bufr4/3/07/071/16/013004,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",013004,Tension de vapeur,,,,Operational,Original,
bufr4/3/07/071/17/008023,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",008023,Statistiques de premier ordre,Mis à valeur manquante,,,Operational,Original,
bufr4/3/07/071/18/012151,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",012151,Écart-type de la température moyenne journalière,,,,Operational,Original,
bufr4/3/07/071/19/007032,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",007032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler),,,Operational,Original,
bufr4/3/07/071/20/102005,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",102005,Répéter 2 descripteurs 5 fois,,,,Operational,Original,
bufr4/3/07/071/21/008050,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",008050,Identificateur pour le nombre de valeurs manquantes dans le calcul des statistiques,"= 1 Pression, = 2 Température, = 4 Tension de vapeur, = 7 Température maximale, = 8 Température minimale",,,Operational,Original,
bufr4/3/07/071/22/008020,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),"Moyennes mensuelles de la pression, de la température, des extrêmes de température et de la tension de vapeur",008020,Nombre total de valeurs manquantes (pour le calcul du total ou de la moyenne),Jours,,,Operational,Original,
bufr4/3/07/071/23/014032,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Durée d'insolation,014032,Insolation totale,,,,Operational,Original,
bufr4/3/07/071/24/014033,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Durée d'insolation,014033,Insolation totale,,,,Operational,Original,
bufr4/3/07/071/25/008050,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Durée d'insolation,008050,Identificateur pour le nombre de valeurs manquantes dans le calcul des statistiques,= 6 Durée d'insolation,,,Operational,Original,
bufr4/3/07/071/26/008020,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Durée d'insolation,008020,Nombre total de valeurs manquantes (pour le calcul du total ou de la moyenne),Jours,,,Operational,Original,
bufr4/3/07/071/27/102018,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Nombre de jours d'occurrence,102018,Répéter 2 descripteurs 18 fois,,,,Operational,Original,
bufr4/3/07/071/28/008052,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Nombre de jours d'occurrence,008052,Condition pour laquelle le nombre de jours d'occurrence est indiqué,,,,Operational,Original,
bufr4/3/07/071/29/008022,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Nombre de jours d'occurrence,008022,Nombre total (dans le contexte d'une somme ou d'une moyenne),Jours,,,Operational,Original,
bufr4/3/07/071/30/007032,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,007032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,(voir note 4),25,Operational,Original,
bufr4/3/07/071/31/008053,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,008053,Identificateur du jour d'occurrence,"= 0 Un jour seulement dans le mois, = 1 Plus d'un jour dans le mois",,,Operational,Original,
bufr4/3/07/071/32/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,004003,Jour,,,,Operational,Original,
bufr4/3/07/071/33/012152,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,012152,Température moyenne journalière la plus élevée,,,,Operational,Original,
bufr4/3/07/071/34/008053,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,008053,Identificateur du jour d'occurrence,"= 0 Un jour seulement dans le mois, = 1 Plus d'un jour dans le mois",,,Operational,Original,
bufr4/3/07/071/35/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,004003,Jour,,,,Operational,Original,
bufr4/3/07/071/36/012153,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,012153,Température moyenne journalière la plus basse,,,,Operational,Original,
bufr4/3/07/071/37/008053,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,008053,Identificateur du jour d'occurrence,"= 0 Un jour seulement dans le mois, = 1 Plus d'un jour dans le mois",,,Operational,Original,
bufr4/3/07/071/38/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,004003,Jour,,,,Operational,Original,
bufr4/3/07/071/39/008023,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,008023,Statistiques de premier ordre,= 2 Valeur maximale,,,Operational,Original,
bufr4/3/07/071/40/012101,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,012101,Température/température de l'air,,,,Operational,Original,
bufr4/3/07/071/41/008053,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,008053,Identificateur du jour d'occurrence,"= 0 Un jour seulement dans le mois, = 1 Plus d'un jour dans le mois",,,Operational,Original,
bufr4/3/07/071/42/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,004003,Jour,,,,Operational,Original,
bufr4/3/07/071/43/008023,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,008023,Statistiques de premier ordre,= 3 Valeur minimale,,,Operational,Original,
bufr4/3/07/071/44/012101,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,012101,Température/température de l'air,,,,Operational,Original,
bufr4/3/07/071/45/008023,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,008023,Statistiques de premier ordre,Mis à valeur manquante,,,Operational,Original,
bufr4/3/07/071/46/007032,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,007032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,(voir note 4),25,Operational,Original,
bufr4/3/07/071/47/002002,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,002002,Type d'instrument pour la mesure du vent,,,,Operational,Original,
bufr4/3/07/071/48/008053,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,008053,Identificateur du jour d'occurrence,"= 0 Un jour seulement dans le mois, = 1 Plus d'un jour dans le mois",,,Operational,Original,
bufr4/3/07/071/49/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,004003,Jour,,,,Operational,Original,
bufr4/3/07/071/50/011046,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,011046,Vitesse maximale du vent instantané,,,,Operational,Original,
bufr4/3/07/071/51/008053,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de valeurs extrêmes de la température et de la vitesse du vent,008053,Identificateur du jour d'occurrence,Mis à valeur manquante (annuler),,,Operational,Original,
bufr4/3/07/071/52/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Précipitations,004003,Jour,= 1,(voir note 5),27,Operational,Original,
bufr4/3/07/071/53/004004,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Précipitations,004004,Heure,= 6,(voir note 5),27,Operational,Original,
bufr4/3/07/071/54/004023,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Précipitations,004023,Période ou décalage dans le temps,Nombre de jours dans le mois,(voir note 5),27,Operational,Original,
bufr4/3/07/071/55/007032,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Précipitations,007032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),,(voir note 4),25,Operational,Original,
bufr4/3/07/071/56/013060,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Précipitations,013060,Précipitations totales cumulées,,,,Operational,Original,
bufr4/3/07/071/57/013051,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Précipitations,013051,"Groupe de fréquence, précipitations",,,,Operational,Original,
bufr4/3/07/071/58/004053,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Précipitations,004053,Nombre de jours avec précipitations égales ou supérieures à 1 mm,,,,Operational,Original,
bufr4/3/07/071/59/008050,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Précipitations,008050,Identificateur pour le nombre de valeurs manquantes dans le calcul des statistiques,= 5 Précipitations,,,Operational,Original,
bufr4/3/07/071/60/008020,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Précipitations,008020,Nombre total de valeurs manquantes (pour le calcul du total ou de la moyenne),Jours,,,Operational,Original,
bufr4/3/07/071/61/102006,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Nombre de jours d'occurrence,102006,Répéter 2 descripteurs 6 fois,,,,Operational,Original,
bufr4/3/07/071/62/008052,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Nombre de jours d'occurrence,008052,Conditions pour laquelle le nombre de jours d'occurrence est indiqué,,,,Operational,Original,
bufr4/3/07/071/63/008022,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Nombre de jours d'occurrence,008022,Nombre total (dans le contexte d'une somme ou d'une moyenne),Jours,,,Operational,Original,
bufr4/3/07/071/64/008053,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de précipitations extrêmes,008053,Identificateur du jour d'occurrence,"= 0 Un jour seulement dans le mois, = 1 Plus d'un jour dans le mois",,,Operational,Original,
bufr4/3/07/071/65/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de précipitations extrêmes,004003,Jour,,,,Operational,Original,
bufr4/3/07/071/66/013052,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de précipitations extrêmes,013052,Quantité journalière de précipitations la plus élevée,,,,Operational,Original,
bufr4/3/07/071/67/007032,07,Séquences correspondant à des messages d'observation en surface (terre),307071,(Valeurs mensuelles provenant d'une station terrestre),Occurrence de précipitations extrêmes,007032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),Mis à valeur manquante (annuler),,,Operational,Original,
bufr4/3/07/072/1/004001,07,Séquences correspondant à des messages d'observation en surface (terre),307072,(Normales mensuelles pour une station terrestre),,004001,Année,Début de la période de référence,,,Operational,Original,
bufr4/3/07/072/2/004001,07,Séquences correspondant à des messages d'observation en surface (terre),307072,(Normales mensuelles pour une station terrestre),,004001,Année,Fin de la période de référence,,,Operational,Original,
bufr4/3/07/072/3/004002,07,Séquences correspondant à des messages d'observation en surface (terre),307072,(Normales mensuelles pour une station terrestre),,004002,Mois,,,,Operational,Original,
bufr4/3/07/072/4/004003,07,Séquences correspondant à des messages d'observation en surface (terre),307072,(Normales mensuelles pour une station terrestre),,004003,Jour,= 1,(voir note 3),59,Operational,Original,
bufr4/3/07/072/5/004004,07,Séquences correspondant à des messages d'observation en surface (terre),307072,(Normales mensuelles pour une station terrestre),,004004,Heure,= 0,(voir note 3),59,Operational,Original,
bufr4/3/07/072/6/004074,07,Séquences correspondant à des messages d'observation en surface (terre),307072,(Normales mensuelles pour une station terrestre),,004074,Période ou décalage dans le temps de courte durée,= UTC - Heure locale,(voir note 3),59,Operational,Original,
bufr4/3/07/072/7/004022,07,Séquences correspondant à des messages d'observation en surface (terre),307072,(Normales mensuelles pour une station terrestre),,004022,Période ou décalage dans le temps,= 1,,,Operational,Original,
bufr4/3/07/072/8/008023,07,Séquences correspondant à des messages d'observation en surface (terre),307072,(Normales mensuelles pour une station terrestre),"Normales des moyennes mensuelles de la pression, des températures, de la tension de vapeur et de l'écart-type",008023,Statistiques de premier ordre,= 4 Valeur moyenne,,,Operational,Original,
bufr4/3/07/072/9/010004,07,Séquences correspondant à des messages d'observation en surface (terre),307072,(Normales mensuelles pour une station terrestre),"Normales des moyennes mensuelles de la pression, des températures, de la tension de vapeur et de l'écart-type",010004,Pression,,,,Operational,Original,
